poll_id,end_date,sample_size,population,state,Biden,Trump,population_weight,date_weight,sample_weight,Biden_Win,Trump_win,wbw,wtw
78507,2022-02-27,1169,rv,"",45,42,0.753,3.92251391784915e-15,1.06781451116184,1,0,3.15395351313035e-15,0
78507,2022-02-27,1532,a,"",40,39,0.628,3.92251391784915e-15,1.18525876529659,1,0,2.91969383396474e-15,0
78561,2022-03-08,1194,lv,"",40,42,1,6.12468526559679e-15,1.07700432679335,0,1,0,6.59631253129522e-15
78561,2022-03-08,1500,rv,"",35,38.5,0.753,6.12468526559679e-15,1.17609125905568,0,1,0,5.42400117041764e-15
78565,2022-03-07,1500,rv,"",45,45,0.753,5.82883328098403e-15,1.17609125905568,1,0,5.1619956238104e-15,0
78569,2022-03-09,800,lv,"",44,45.6666666666667,1,6.43555370248737e-15,0.903089986991944,0,1,0,5.81188410946528e-15
78574,2022-03-14,1225,rv,"",47,39,0.753,8.24321507877928e-15,1.08813608870055,1,0,6.75421408004764e-15,0
78574,2022-03-14,1623,a,"",41,37,0.628,8.24321507877928e-15,1.21031851982623,1,0,6.26550316809166e-15,0
78636,2022-03-20,1023,rv,"",41.9,44.9,0.753,1.1094544762439e-14,1.00987563371216,0,1,0,8.43669514830516e-15
78641,2022-03-21,1050,lv,"",43.5,43.5,1,1.16576665619681e-14,1.02118929906994,1,0,1.19046843452072e-14,0
78659,2022-03-21,873,rv,"",44,42,0.753,1.16576665619681e-14,0.94101424370557,1,0,8.26043280323611e-15,0
78662,2022-03-22,1000,lv,"",46,50,1,1.22493705311936e-14,1,0,1,0,1.22493705311936e-14
78664,2022-03-20,1193,lv,"",41,41.5,1,1.1094544762439e-14,1.07664044367034,0,1,0,1.19448355953528e-14
78664,2022-03-20,1500,rv,"",37,36.5,0.753,1.1094544762439e-14,1.17609125905568,1,0,9.82529243008479e-15,0
78679,2022-03-24,1990,rv,"",41,48,0.753,1.35244015525959e-14,1.29885307640971,0,1,0,1.32273565540816e-14
78687,2022-03-21,2000,rv,"",50.13,49.82,0.753,1.16576665619681e-14,1.30102999566398,1,0,1.14207313290568e-14,0
78698,2022-03-24,1004,a,"",38.6666666666667,37,0.628,1.35244015525959e-14,1.001733712809,1,0,8.50804915994345e-15,0
78717,2022-04-04,1233,rv,"",45,40,0.753,2.33153331239361e-14,1.09096307659573,1,0,1.9153434170228e-14,0
78717,2022-04-04,1618,a,"",40,38,0.628,2.33153331239361e-14,1.20897851727625,1,0,1.77018987543463e-14,0
78726,2022-04-03,1205,lv,"",38,43.5,1,2.2189089524878e-14,1.08098704691089,0,1,0,2.39861183591392e-14
78726,2022-04-03,1500,rv,"",34,37.5,0.753,2.2189089524878e-14,1.17609125905568,0,1,0,1.96505848601696e-14
78797,2022-04-18,1500,lv,"",41,44,1,4.66306662478723e-14,1.17609125905568,0,1,0,5.48419189780654e-14
78805,2022-04-20,1001,lv,"",45,45.5,1,5.1484429619899e-14,1.00043407747932,0,1,0,5.15067778513325e-14
78805,2022-04-20,1001,rv,"",45,45,0.753,5.1484429619899e-14,1.00043407747932,1,0,3.87846037220534e-14,0
78807,2022-04-21,1966,rv,"",43,46,0.753,5.40976062103835e-14,1.29358351349612,0,1,0,5.2694767949558e-14
78812,2022-04-23,750,lv,"",43,47,1,5.97285997317396e-14,0.8750612633917,0,1,0,5.22661839418732e-14
78814,2022-04-22,1187,rv,"",43,41,0.753,5.6843418860808e-14,1.07445071895459,1,0,4.59898155539126e-14,0
78814,2022-04-22,1605,a,"",39,38,0.628,5.6843418860808e-14,1.20547503674089,1,0,4.30326464921381e-14,0
78825,2022-04-25,2004,rv,"",45,43.5,0.753,6.59457206302343e-14,1.30189771719521,1,0,6.46485011099131e-14,0
78856,2022-04-26,1000,rv,"",41.9,43.4,0.753,6.92929037429891e-14,1,0,1,0,5.21775565184708e-14
78857,2022-04-27,800,lv,"",48,46,1,7.28099786195042e-14,0.903089986991944,1,0,6.57539626443718e-14,0
78860,2022-04-26,1000,lv,"",43,49.75,1,6.92929037429891e-14,1,0,1,0,6.92929037429891e-14
78898,2022-05-02,1004,lv,"",35.5,50,1,9.32613324957445e-14,1.001733712809,0,1,0,9.34230208624768e-14
78899,2022-05-01,1096,lv,"",40,43.5,1,8.8756358099512e-14,1.03981055414835,0,1,0,9.2289797899643e-14
78899,2022-05-01,1500,rv,"",37,36,0.753,8.8756358099512e-14,1.17609125905568,1,0,7.86023394406783e-14,0
78993,2022-05-17,1120,lv,"",39,43,1,1.95989928499097e-13,1.04921802267018,0,1,0,2.05636165243093e-13
78993,2022-05-17,1500,rv,"",35,36.5,0.753,1.95989928499097e-13,1.17609125905568,0,1,0,1.73568037453364e-13
79013,2022-05-22,1360,rv,"",44,42,0.753,2.51040890742346e-13,1.13353890837022,1,0,2.14277156788019e-13,0
79013,2022-05-22,1573,a,"",42,39,0.628,2.51040890742346e-13,1.19672872262329,1,0,1.886686863487e-13,0
79016,2022-05-19,1963,rv,"",42,46,0.753,2.16390424841534e-13,1.29292029960001,0,1,0,2.10671006406267e-13
79024,2022-05-23,1020,lv,"",45,44,1,2.63782882520937e-13,1.00860017176192,1,0,2.66051460618471e-13,0
79024,2022-05-23,1020,rv,"",44,44,0.753,2.63782882520937e-13,1.00860017176192,1,0,2.00336749845709e-13,0
79041,2022-05-25,1148,rv,"",41.8,44.4,0.753,2.91239914478017e-13,1.05994188806195,0,1,0,2.32449130777616e-13
79079,2022-05-30,1173,lv,"",38,44,1,3.73045329982978e-13,1.06929801211553,0,1,0,3.9889662977978e-13
79079,2022-05-30,1500,rv,"",33,39,0.753,3.73045329982978e-13,1.17609125905568,0,1,0,3.30367719923866e-13
79180,2022-06-13,1243,rv,"",42,44,0.753,7.46090659965956e-13,1.09447112864164,0,1,0,6.14880739071493e-13
79180,2022-06-13,1541,a,"",39,42,0.628,7.46090659965956e-13,1.18780263871842,0,1,0,5.56538909508098e-13
79185,2022-06-15,1064,lv,"",38,42,1,8.23750873918384e-13,1.02694162795903,0,1,0,8.45944063494418e-13
79185,2022-06-15,1500,rv,"",33,34,0.753,8.23750873918384e-13,1.17609125905568,0,1,0,7.29511070448532e-13
79197,2022-06-20,1030,lv,"",42,41.5,1,1.05513153008375e-12,1.01283722470517,1,0,1.06867649062895e-12,0
79197,2022-06-20,1030,rv,"",41,41.5,0.753,1.05513153008375e-12,1.01283722470517,0,1,0,8.04713397443596e-13
79234,2022-06-22,1000,lv,"",44,49.5,1,1.16495965791207e-12,1,0,1,0,1.16495965791207e-12
79249,2022-06-27,1239,rv,"",45.5,43.6666666666667,0.753,1.49218131993191e-12,1.09307130637606,1,0,1.22818862030013e-12,0
79249,2022-06-27,1630,a,"",41.5,40,0.628,1.49218131993191e-12,1.21218760440396,1,0,1.13592872331401e-12,0
79294,2022-06-29,1271,rv,"",39.3,43.9,0.753,1.64750174783677e-12,1.10414555055401,0,1,0,1.36976853847615e-12
79300,2022-06-30,1308,rv,"",40,44,0.753,1.73112339873227e-12,1.11660774398825,0,1,0,1.45553830199625e-12
79337,2022-07-07,849,rv,"",44,41,0.753,2.44817818862859e-12,0.928907690243953,1,0,1.71242105451797e-12,0
79359,2022-07-11,1261,rv,"",44,43,0.753,2.98436263986382e-12,1.10071508657308,1,0,2.4735545350719e-12,0
79359,2022-07-11,1672,a,"",39,40,0.628,2.98436263986382e-12,1.223236273103,0,1,0,2.2925646376338e-12
79385,2022-07-09,1078,lv,"",41,43,1,2.70300786566976e-12,1.03261876085072,0,1,0,2.79117663281766e-12
79385,2022-07-09,1500,rv,"",33,36.5,0.753,2.70300786566976e-12,1.17609125905568,0,1,0,2.39377489475164e-12
79396,2022-07-14,1085,lv,"",42.6,47.9,1,3.46224679746454e-12,1.03542973818455,0,1,0,3.584913295029e-12
79412,2022-07-18,1022,lv,"",45.5,44,1,4.22052612033499e-12,1.00945089579869,1,0,4.26041387291394e-12,0
79412,2022-07-18,1022,rv,"",45.5,43.5,0.753,4.22052612033499e-12,1.00945089579869,1,0,3.2080916463042e-12,0
79429,2022-07-20,1078,rv,"",42.5,45.3,0.753,4.65983863164827e-12,1.03261876085072,0,1,0,3.62331310556345e-12
79488,2022-07-16,635,a,"",46.6666666666667,53,0.628,3.82263038283133e-12,0.802773725291976,0,1,0,1.92714814222339e-12
79497,2022-07-25,1000,rv,"",44.6,40.9,0.753,5.96872527972765e-12,1,1,0,4.49445013563492e-12,0
79584,2022-07-27,1000,lv,"",40,46,1,6.59000699134707e-12,1,0,1,0,6.59000699134707e-12
79587,2022-07-28,1885,rv,"",41,46,0.753,6.92449359492909e-12,1.27531135454181,0,1,0,6.64965663546703e-12
79593,2022-07-28,1094,lv,"",35,42,1,6.92449359492909e-12,1.03901732199741,0,1,0,7.19466879119145e-12
79593,2022-07-28,1500,rv,"",34,35,0.753,6.92449359492909e-12,1.17609125905568,0,1,0,6.13230880195851e-12
79596,2022-08-01,1152,rv,"",45,43,0.753,8.44105224066999e-12,1.06145247908719,1,0,6.74671119770364e-12,0
79596,2022-08-01,1557,a,"",40.5,40,0.628,8.44105224066999e-12,1.19228861256812,1,0,6.32029905179608e-12,0
79644,2022-08-08,1008,rv,"",37,39,0.753,1.19374505594553e-11,1.00346053210951,0,1,0,9.02000664928772e-12
79644,2022-08-08,1208,a,"",35,38,0.628,1.19374505594553e-11,1.08206693428511,0,1,0,8.11195169287134e-12
79794,2022-08-17,1156,lv,"",39,42.5,1,1.86393545265931e-11,1.06295783408451,0,1,0,1.98128479163207e-11
79794,2022-08-17,1500,rv,"",36,37.5,0.753,1.86393545265931e-11,1.17609125905568,0,1,0,1.65069511956741e-11
79821,2022-08-22,1185,rv,"",39,41,0.753,2.38749011189106e-11,1.07371835034612,0,1,0,1.93030943413873e-11
79821,2022-08-22,1563,a,"",35.5,38,0.628,2.38749011189106e-11,1.19395897801919,0,1,0,1.7901549795273e-11
79823,2022-08-22,805,rv,"",44,29,0.753,2.38749011189106e-11,0.905795880367869,1,0,1.62842176695077e-11,0
79823,2022-08-22,1000,a,"",37.6666666666667,27.5,0.628,2.38749011189106e-11,1,1,0,1.49934379026759e-11,0
79839,2022-08-22,1054,lv,"",43.5,35.75,1,2.38749011189106e-11,1.02284061087653,1,0,2.44202184450832e-11,0
79839,2022-08-22,1054,rv,"",44,35,0.753,2.38749011189106e-11,1.02284061087653,1,0,1.83884244891477e-11,0
79857,2022-08-24,1000,rv,"",43.2,42.3,0.753,2.63600279653883e-11,1,1,0,1.98491010579374e-11,0
79863,2022-08-24,1000,lv,"",45,50,1,2.63600279653883e-11,1,0,1,0,2.63600279653883e-11
79898,2022-08-25,1313,rv,"",50,44,0.753,2.76979743797164e-11,1.11826472608948,1,0,2.33231718029241e-11,0
79924,2022-08-28,1050,lv,"",40,42.5,1,3.21332340150203e-11,1.02118929906994,0,1,0,3.28141147206488e-11
79924,2022-08-28,1500,rv,"",37,35,0.753,3.21332340150203e-11,1.17609125905568,1,0,2.84570865846428e-11,0
79964,2022-09-06,1247,rv,"",48,42,0.753,5.01734216957689e-11,1.09586645347854,1,0,4.14024773785471e-11,0
79964,2022-09-06,1634,a,"",43,40,0.628,5.01734216957689e-11,1.2132520521964,1,0,3.82282482943311e-11,0
80586,2022-09-08,1854,rv,"",42,46,0.753,5.53959487594327e-11,1.26810972980848,0,1,0,5.28968506351978e-11
80599,2022-09-07,1228,lv,"",46,45,1,5.27200559307766e-11,1.08919836680515,1,0,5.74225988176779e-11,0
80628,2022-09-05,1185,rv,"",43.3333333333333,45.5,0.753,4.77498022378212e-11,1.07371835034612,0,1,0,3.86061886827747e-11
80628,2022-09-05,1572,a,"",42.3333333333333,48,0.628,4.77498022378212e-11,1.19645254170339,0,1,0,3.58778737750569e-11
80661,2022-09-14,1399,rv,"",45,42,0.753,7.45574181063723e-11,1.14581771449183,1,0,6.43281954410305e-11,0
80668,2022-09-15,1163,lv,"",43,41,1,7.83417020361148e-11,1.06557971472845,1,0,8.34793285069843e-11,0
80668,2022-09-15,1500,rv,"",37,36.5,0.753,7.83417020361148e-11,1.17609125905568,1,0,6.93791542111171e-11,0
80705,2022-09-19,1056,lv,"",47,44,1,9.54996044756424e-11,1.02366391819779,1,0,9.77594993038756e-11,0
80705,2022-09-19,1056,rv,"",47,43,0.753,9.54996044756424e-11,1.02366391819779,1,0,7.36129029758184e-11,0
80724,2022-09-14,1282,rv,"",42.5,36,0.753,7.45574181063723e-11,1.1078880251828,1,0,6.21987568435736e-11,0
80724,2022-09-14,1448,a,"",40,36,0.628,7.45574181063723e-11,1.16076856186113,1,0,5.43495735906072e-11,0
80748,2022-09-19,1703,a,"",51,49,0.628,9.54996044756424e-11,1.2312146479626,1,0,7.38405614763687e-11,0
80763,2022-09-21,1368,lv,"",45.3,43.9,1,1.05440111861553e-10,1.1360860973841,1,0,1.19789045192535e-10,0
80773,2022-09-22,1000,lv,"",45,50,1,1.10791897518865e-10,1,0,1,0,1.10791897518865e-10
80801,2022-09-21,908,rv,"",46,48,0.753,1.05440111861553e-10,0.958085848521085,0,1,0,7.60685713178988e-11
80801,2022-09-21,1006,a,"",48,46,0.628,1.05440111861553e-10,1.00259798071991,1,0,6.63884191542644e-11,0
80869,2022-09-27,1138,rv,"",47,45,0.753,1.41911866865642e-10,1.05614226205905,1,0,1.1285897742363e-10,0
80869,2022-09-27,1566,a,"",41,40,0.628,1.41911866865642e-10,1.19479175772192,1,0,1.06480620920312e-10,0
80944,2022-10-03,1128,lv,"",43,41,1,1.90999208951285e-10,1.05230909964732,1,0,2.00990205604877e-10,0
80944,2022-10-03,1500,rv,"",39,34,0.753,1.90999208951285e-10,1.17609125905568,1,0,1.69148272601019e-10,0
81053,2022-10-11,800,lv,"",48,41.5,1,2.83823733731283e-10,0.903089986991944,1,0,2.5631837200339e-10,0
81067,2022-10-12,1110,lv,"",40,41.5,1,2.9822967242549e-10,1.04532297878666,0,1,0,3.11746329542382e-10
81067,2022-10-12,1500,rv,"",36,35.5,0.753,2.9822967242549e-10,1.17609125905568,1,0,2.64111219130786e-10,0
81071,2022-10-13,2010,rv,"",43,47,0.753,3.13366808144458e-10,1.30319605742049,0,1,0,3.07508926841926e-10
81079,2022-10-12,792,lv,"",44,45,1,2.9822967242549e-10,0.898725181589494,0,1,0,2.68026516505974e-10
81079,2022-10-12,792,rv,"",42,43,0.753,2.9822967242549e-10,0.898725181589494,0,1,0,2.01823966928998e-10
81096,2022-10-13,1000,lv,"",40,44,1,3.13366808144458e-10,1,0,1,0,3.13366808144458e-10
81109,2022-10-17,1209,rv,"",46,44,0.753,3.8199841790257e-10,1.08242630086077,1,0,3.11354306221984e-10,0
81109,2022-10-17,1629,a,"",43,39,0.628,3.8199841790257e-10,1.21192108430851,1,0,2.90733816328372e-10,0
81164,2022-10-19,1000,rv,"",43,40.1,0.753,4.21760447446214e-10,1,1,0,3.17585616926999e-10,0
81175,2022-10-17,1000,lv,"",44,50.5,1,3.8199841790257e-10,1,0,1,0,3.8199841790257e-10
81296,2022-10-24,1000,lv,"",45.5,41.7,1,5.40227343402879e-10,1,1,0,5.40227343402879e-10,0
81309,2022-10-26,1014,lv,"",45,46,1,5.9645934485098e-10,1.00603795499732,0,1,0,6.0006073953292e-10
81309,2022-10-26,1014,rv,"",45,46,0.753,5.9645934485098e-10,1.00603795499732,0,1,0,4.51845736868289e-10
81406,2022-10-26,1500,rv,"",46,46,0.753,5.9645934485098e-10,1.17609125905568,1,0,5.28222438261571e-10,0
81482,2022-10-31,1172,rv,"",48,42,0.753,7.63996835805139e-10,1.06892761168207,1,0,6.14942956711475e-10,0
81482,2022-10-31,1641,a,"",42,36,0.628,7.63996835805139e-10,1.21510858105309,1,0,5.829969617609e-10,0
81527,2022-11-02,1084,lv,"",39,44.5,1,8.43520894892427e-10,1.03502928220237,0,1,0,8.73068826363208e-10
81527,2022-11-02,1500,rv,"",39,36,0.753,8.43520894892427e-10,1.17609125905568,1,0,7.47019336139299e-10,0
81635,2022-11-02,1211,rv,"",47,53,0.753,8.43520894892427e-10,1.08314414314305,0,1,0,6.87982001841903e-10
81635,2022-11-02,1540,a,"",47,53,0.628,8.43520894892427e-10,1.18752072083646,0,1,0,6.29066683837976e-10
81646,2022-11-07,3980,rv,"",38.3125,43,0.753,1.08045468680576e-09,1.59988307207369,0,1,0,1.3016366761631e-09
81663,2022-11-13,1007,a,"",34.5,33,0.628,1.4541841711024e-09,1.00302947055362,1,0,9.15994255755368e-10,0
81674,2022-11-08,1000,rv,"",45.5,48,0.753,1.13529493492513e-09,1,0,1,0,8.54877085998626e-10
81688,2022-11-17,1203,lv,"",43,42.5,1,1.77267036030184e-09,1.08026562733984,1,0,1.91495485883822e-09,0
81688,2022-11-17,1500,rv,"",40,38,0.753,1.77267036030184e-09,1.17609125905568,1,0,1.56987105330138e-09,0
81690,2022-11-17,2212,rv,"",42.5,45.5,0.753,1.77267036030184e-09,1.34478512263266,0,1,0,1.79504712808294e-09
81694,2022-11-19,1380,rv,"",41.6666666666667,40.9,0.753,1.95718675600965e-09,1.13987908640124,1,0,1.67991005727173e-09,0
81695,2022-11-20,1747,a,"",50.5,47,0.628,2.05652697696129e-09,1.24229290498293,1,0,1.60441997185779e-09,0
81702,2022-11-19,1036,lv,"",42,45,1,1.95718675600965e-09,1.01535975540921,0,1,0,1.98724866587211e-09
81702,2022-11-19,1036,rv,"",42.5,45,0.753,1.95718675600965e-09,1.01535975540921,0,1,0,1.4963982454017e-09
81725,2022-11-22,840,rv,"",43,34,0.753,2.27058986985027e-09,0.924279286061882,1,0,1.58029036543494e-09,0
81725,2022-11-22,1004,a,"",38,34,0.628,2.27058986985027e-09,1.001733712809,1,0,1.42840259213153e-09,0
81746,2022-11-09,1767,lv,"",44,47,1,1.19291868970196e-09,1.24723654950676,0,1,0,1.487851790386e-09
81768,2022-12-05,1204,rv,"",44.5,42,0.753,4.32181874722303e-09,1.08062648692181,1,0,3.51671467287309e-09,0
81768,2022-12-05,1635,a,"",37,35,0.628,4.32181874722303e-09,1.21351775699631,1,0,3.2936111815485e-09,0
81772,2022-12-05,1162,lv,"",41.5,42,1,4.32181874722303e-09,1.06520612805431,0,1,0,4.60362781388198e-09
81772,2022-12-05,1500,rv,"",37,37,0.753,4.32181874722303e-09,1.17609125905568,1,0,3.82738849862948e-09,0
81806,2022-12-11,7000,rv,"",42.5,41,0.753,5.8167366844096e-09,1.84509804001426,1,0,8.08153444012944e-09,0
81807,2022-12-11,1000,rv,"",45,39.5,0.753,5.8167366844096e-09,1,1,0,4.38000272336043e-09,0
81823,2022-12-07,1500,rv,"",45,43,0.753,4.77167475880784e-09,1.17609125905568,1,0,4.22577950609257e-09,0
81850,2022-12-14,1000,lv,"",45,48.5,1,6.74816715913942e-09,1,0,1,0,6.74816715913942e-09
81853,2022-12-15,1851,rv,"",39.5,45.5,0.753,7.09068144120737e-09,1.2674064187529,0,1,0,6.76704170445449e-09
81854,2022-12-14,1021,lv,"",45,44,1,6.74816715913942e-09,1.00902574208691,1,0,6.80907437547717e-09,0
81854,2022-12-14,1021,rv,"",48.5,42,0.753,6.74816715913942e-09,1.00902574208691,1,0,5.12723300473431e-09,0
81858,2022-12-18,7000,rv,"",43,41,0.753,8.22610790784517e-09,1.84509804001426,1,0,1.14290156100163e-08,0
81878,2022-12-19,1041,rv,"",44,41,0.753,8.64363749444607e-09,1.01745072951054,1,0,6.62223988158463e-09,0
